account_id,customer_id,account_type,account_open_date,branch_id,account_status,balance
A000916,C00038,Savings,2022-02-13,B006,Closed,9119.87
A000917,C00098,Business,2021-05-14,B005,Inactive,159277.64
A000918,C00410,Savings,2022-10-04,B009,Inactive,247415.48
A000919,C00403,Salary,2026-02-09,B008,Inactive,424487.48
A000920,C00864,Salary,2025-04-10,B010,Active,15614.8
A000921,C00846,Savings,2026-02-06,B003,Active,496776.65
A000922,C00232,Current,2021-10-01,B002,Active,362329.85
A000923,C00836,Savings,2022-07-02,B001,Inactive,441776.35
A000924,C00114,Savings,2026-02-25,B005,Active,132599.84
A000925,C00277,Current,2022-05-19,B003,Closed,230886.19
A000926,C00327,Current,2025-03-21,B010,Inactive,318814.92
A000927,C00535,Current,2025-04-06,B010,Inactive,330973.22
A000928,C00330,Business,2023-06-28,B004,Active,132642.2
A000929,C00729,Savings,2023-04-25,B006,Closed,417935.51
A000930,C00676,Current,2023-12-02,B002,Active,485910.84
A000931,C00218,Savings,2025-12-17,B004,Inactive,409437.21
A000932,C00500,Savings,2024-07-12,B006,Active,407183.71
A000933,C00527,Salary,2020-09-19,B005,Closed,227556.96
A000934,C00869,Savings,2024-11-28,B003,Active,458431.92
A000935,C00999,Business,2022-04-24,B010,Closed,102307.34
A000936,C00193,Savings,2022-02-23,B005,Inactive,82933.97
A000937,C00975,Savings,2023-03-11,B003,Inactive,438221.92
A000938,C00247,Savings,2025-05-26,B008,Active,134111.58
A000939,C00678,Business,2021-04-18,B006,Inactive,60044.77
A000940,C00087,Salary,2020-06-18,B007,Active,76159.4
A000941,C00442,Salary,2021-01-02,B001,Inactive,137021.84
A000942,C00051,Business,2025-07-16,B007,Active,147708.94
A000943,C00181,Salary,2022-02-13,B009,Closed,247314.5
A000944,C00112,Savings,2021-10-10,B004,Active,110570.3
A000945,C00917,Savings,2026-01-15,B010,Inactive,120144.8
A000946,C00104,Salary,2020-09-01,B004,Closed,350056.63
A000947,C00402,Business,2022-02-05,B002,Active,367228.26
A000948,C00508,Current,2023-08-18,B003,Active,174468.92
A000949,C00723,Salary,2023-05-29,B001,Active,93354.33
A000950,C00757,Salary,2021-04-16,B004,Active,158241.14
A000951,C00171,Current,2025-11-09,B006,Inactive,71774.99
A000952,C00683,Business,2026-06-29,B007,Inactive,11392.6
A000953,C00903,Savings,2023-09-05,B003,Closed,380370.12
A000954,C00609,Salary,2026-07-12,B008,Closed,1502.23
A000955,C00484,Savings,2023-11-11,B001,Active,284066.1
A000956,C00856,Current,2023-05-18,B009,Closed,84485.06
A000957,C00794,Savings,2024-12-28,B002,Inactive,402142.42
A000958,C00464,Business,2022-11-15,B006,Closed,129412.42
A000959,C00260,Salary,2021-03-07,B008,Active,414046.99
A000960,C00728,Salary,2023-04-05,B009,Closed,428621.12
A000961,C00496,Savings,2019-12-15,B005,Closed,260135.14
A000962,C00152,Business,2026-05-28,B004,Closed,497049.44
A000963,C00510,Savings,2022-08-18,B004,Closed,370765.2
A000964,C00369,Current,2021-10-21,B002,Active,460402.98
A000965,C00655,Savings,2022-05-26,B005,Closed,339721.96
A000966,C00982,Current,2021-08-06,B005,Closed,175073.68
A000967,C00401,Business,2022-12-03,B005,Inactive,96095.76
A000968,C00533,Salary,2020-02-20,B010,Active,217296.35
A000969,C00581,Salary,2021-07-14,B005,Active,484765.48
A000970,C00950,Current,2021-01-15,B008,Closed,75963.65
A000971,C00639,Current,2023-05-22,B005,Inactive,144841.72
A000972,C00016,Business,2023-05-01,B001,Active,142225.63
A000973,C00127,Savings,2019-12-26,B008,Inactive,3540.03
A000974,C00677,Savings,2022-09-08,B001,Inactive,69721.67
A000975,C00805,Current,2023-06-17,B002,Closed,136063.78
A000976,C00443,Savings,2024-06-06,B005,Active,17036.21
A000977,C00255,Business,2022-08-29,B007,Inactive,483486.5
A000978,C00915,Salary,2025-07-15,B005,Closed,156057.16
A000979,C00447,Salary,2020-04-24,B010,Active,341977.27
A000980,C00257,Current,2024-05-25,B007,Closed,100562.06
A000981,C00088,Salary,2023-03-20,B010,Closed,231116.04
A000982,C00385,Business,2024-07-30,B002,Active,263759.13
A000983,C00516,Salary,2023-02-14,B008,Inactive,214406.92
A000984,C00985,Business,2021-12-02,B008,Active,456366.59
A000985,C00981,Business,2026-05-04,B002,Active,307989.07
A000986,C00806,Current,2023-03-31,B010,Closed,187182.46
A000987,C00922,Salary,2020-07-17,B001,Inactive,63841.98
A000988,C00474,Business,2026-07-27,B001,Active,28291.68
A000989,C00342,Savings,2025-06-08,B005,Closed,241252.48
A000990,C00886,Savings,2022-12-02,B002,Closed,292724.13
A000991,C00758,Savings,2020-11-27,B004,Closed,72931.8
A000992,C00140,Current,2021-01-30,B003,Inactive,314491.49
A000993,C00825,Business,2026-07-25,B010,Closed,101149.24
A000994,C00001,Current,2025-11-18,B010,Active,260391.46
A000995,C00210,Savings,2023-11-12,B008,Active,416530.5
A000996,C00401,Savings,2021-08-29,B002,Inactive,202874.11
A000997,C00840,Current,2024-07-28,B009,Inactive,411021.54
A000998,C00880,Savings,2021-09-17,B007,Active,318462.39
A000999,C00146,Current,2024-07-25,B003,Closed,371090.7
A001000,C00206,Business,2020-07-03,B008,Inactive,145435.07
A001001,C00983,Business,2025-07-07,B006,Closed,138315.49
A001002,C00715,Savings,2022-04-23,B008,Inactive,406933.31
A001003,C00029,Salary,2024-12-22,B008,Active,282540.33
A001004,C00595,Salary,2026-07-06,B001,Closed,325560.74
A001005,C00044,Salary,2021-08-26,B003,Inactive,441329.67
A001006,C00284,Savings,2021-06-30,B003,Inactive,250818.55
A001007,C00216,Salary,2020-12-28,B009,Inactive,257009.53
A001008,C00672,Current,2024-09-05,B006,Closed,359885.35
A001009,C00471,Current,2022-10-31,B005,Closed,152162.01
A001010,C00070,Business,2022-03-21,B007,Inactive,303315.06
A001011,C00590,Salary,2024-08-12,B003,Closed,162714.23
A001012,C00357,Business,2020-02-15,B002,Active,15731.4
A001013,C00238,Savings,2024-11-07,B002,Inactive,467182.72
A001014,C00332,Current,2021-04-17,B004,Active,449997.36
A001015,C00746,Business,2024-09-07,B007,Active,31901.4
A001016,C00118,Savings,2023-10-30,B002,Inactive,381912.62
A001017,C00946,Current,2026-04-22,B006,Active,349664.14
A001018,C00137,Current,2022-05-27,B004,Inactive,246060.41
A001019,C00231,Current,2023-06-06,B003,Inactive,407105.03
A001020,C00089,Savings,2024-06-24,B002,Active,17586.36
A001021,C00915,Savings,2025-01-22,B006,Inactive,284579.22
A001022,C00349,Current,2025-10-30,B009,Inactive,95878.31
A001023,C00585,Business,2024-04-23,B009,Inactive,178886.11
A001024,C00874,Current,2020-05-15,B002,Inactive,214328.36
A001025,C00895,Savings,2022-06-02,B010,Active,64469.0
A001026,C00306,Savings,2020-11-01,B002,Inactive,116056.18
A001027,C00554,Salary,2019-11-22,B001,Active,410842.57
A001028,C00945,Salary,2023-05-21,B007,Closed,179594.69
A001029,C00992,Salary,2024-11-12,B002,Closed,288102.58
A001030,C00955,Salary,2020-10-30,B007,Closed,29267.45
A001031,C00597,Business,2025-05-23,B005,Closed,15959.04
A001032,C00432,Salary,2022-11-05,B004,Inactive,444125.99
A001033,C00143,Current,2025-12-20,B009,Closed,165474.98
A001034,C00242,Business,2025-12-08,B002,Closed,452257.61
A001035,C00355,Savings,2026-03-29,B007,Closed,369905.41
A001036,C00909,Business,2025-09-24,B003,Inactive,361941.56
A001037,C00037,Business,2025-06-20,B009,Active,325518.15
A001038,C00490,Salary,2021-10-18,B004,Active,465692.02
A001039,C00793,Current,2026-05-05,B009,Closed,430286.94
A001040,C00566,Business,2026-06-07,B001,Inactive,383075.08
A001041,C00441,Business,2025-03-26,B009,Active,58676.02
A001042,C00919,Salary,2025-04-24,B006,Active,172219.69
A001043,C00244,Current,2025-12-26,B002,Closed,6014.78
A001044,C00766,Savings,2022-01-02,B001,Closed,125711.28
A001045,C00079,Savings,2025-12-31,B003,Inactive,91116.15
A001046,C00322,Salary,2026-02-22,B010,Closed,445321.93
A001047,C00133,Business,2023-05-11,B008,Closed,62065.8
A001048,C00079,Salary,2025-10-10,B009,Active,247969.7
A001049,C00920,Current,2022-08-19,B008,Closed,152056.74
A001050,C00799,Salary,2022-07-10,B004,Closed,446596.26
A001051,C00715,Savings,2023-01-22,B001,Inactive,450312.26
A001052,C00287,Savings,2021-03-08,B004,Active,420871.25
A001053,C00237,Salary,2020-10-17,B009,Active,62251.28
A001054,C00037,Current,2025-01-16,B008,Closed,382331.8
A001055,C00022,Business,2025-05-10,B001,Inactive,139705.7
A001056,C00308,Savings,2022-04-30,B001,Inactive,427432.54
A001057,C00508,Savings,2022-05-01,B007,Inactive,222565.85
A001058,C00211,Business,2024-02-13,B003,Closed,216111.4
A001059,C00677,Salary,2026-01-18,B001,Closed,381735.16
A001060,C00932,Salary,2026-05-06,B005,Closed,109055.53
A001061,C00350,Business,2026-04-30,B007,Closed,464354.67
A001062,C00827,Savings,2025-12-30,B009,Inactive,476284.32
A001063,C00880,Business,2023-05-31,B007,Closed,359890.88
A001064,C00267,Current,2020-10-25,B007,Inactive,373071.3
A001065,C00136,Savings,2023-12-19,B005,Closed,475532.65
A001066,C00256,Salary,2025-09-04,B006,Closed,197906.0
A001067,C00371,Salary,2023-07-24,B005,Closed,405319.49
A001068,C00128,Salary,2026-07-01,B010,Closed,161173.71
A001069,C00868,Current,2023-09-02,B008,Inactive,9616.08
A001070,C00478,Savings,2026-07-15,B006,Inactive,319233.81
A001071,C00224,Business,2020-05-24,B001,Closed,469478.29
A001072,C00919,Salary,2023-07-15,B002,Inactive,90722.15
A001073,C00266,Business,2023-07-16,B003,Active,315538.75
A001074,C00893,Savings,2024-12-27,B004,Active,327645.81
A001075,C00701,Business,2024-07-27,B010,Inactive,21935.84
A001076,C00063,Salary,2024-01-30,B005,Active,339515.52
A001077,C00554,Savings,2022-09-03,B010,Active,175515.1
A001078,C00520,Business,2025-10-07,B002,Closed,39647.66
A001079,C00334,Salary,2024-05-07,B007,Active,321301.63
A001080,C00147,Savings,2023-06-18,B006,Closed,394294.07
A001081,C00999,Business,2022-11-17,B006,Inactive,471297.3
A001082,C00637,Savings,2023-05-04,B003,Inactive,23260.68
A001083,C00934,Savings,2024-12-14,B002,Closed,106528.34
A001084,C00524,Salary,2023-02-15,B004,Inactive,415532.66
A001085,C00673,Current,2026-04-09,B007,Closed,40144.04
A001086,C00982,Current,2025-10-08,B010,Closed,498908.67
A001087,C00752,Business,2020-06-27,B009,Closed,61499.94
A001088,C00818,Savings,2020-09-19,B010,Inactive,329939.68
A001089,C00452,Salary,2020-10-19,B005,Active,418168.46
A001090,C00933,Current,2023-05-08,B006,Active,399703.97
A001091,C00237,Business,2022-07-30,B006,Closed,486226.03
A001092,C00456,Business,2023-12-07,B006,Active,176640.32
A001093,C00079,Salary,2020-12-18,B008,Closed,115944.57
A001094,C00236,Current,2021-12-09,B009,Active,388447.69
A001095,C00691,Current,2022-01-24,B010,Inactive,398132.12
A001096,C00322,Savings,2022-10-21,B002,Inactive,211090.27
A001097,C00590,Business,2024-12-21,B004,Active,438326.44
A001098,C00171,Savings,2026-06-18,B007,Inactive,382989.27
A001099,C00761,Savings,2021-05-14,B003,Active,417095.42
A001100,C00707,Current,2026-05-14,B002,Active,257933.65
A001101,C00941,Business,2020-09-12,B007,Inactive,64599.04
A001102,C00248,Salary,2020-05-22,B002,Inactive,448815.73
A001103,C00606,Savings,2022-11-11,B001,Active,369635.46
A001104,C00973,Business,2022-08-28,B007,Closed,225427.1
A001105,C00297,Business,2021-10-01,B003,Closed,92541.94
A001106,C00939,Savings,2020-01-10,B003,Active,297183.09
A001107,C00691,Business,2022-06-27,B007,Inactive,219854.93
A001108,C00740,Salary,2020-12-06,B002,Active,149376.92
A001109,C00050,Business,2022-10-23,B005,Inactive,192649.81
A001110,C00977,Current,2024-08-20,B001,Closed,441309.7
A001111,C00441,Salary,2024-04-10,B010,Closed,157869.33
A001112,C00292,Current,2022-09-28,B002,Inactive,137650.4
A001113,C00230,Current,2021-09-18,B005,Inactive,494413.98
A001114,C00947,Current,2025-06-12,B005,Active,48892.03
A001115,C00859,Current,2020-06-11,B001,Closed,451368.11
A001116,C00551,Current,2020-07-31,B001,Inactive,416419.74
A001117,C00379,Current,2026-05-07,B005,Closed,213824.78
A001118,C00534,Current,2021-08-24,B008,Inactive,459079.6
A001119,C00456,Business,2025-04-16,B008,Inactive,44345.05
A001120,C00286,Savings,2025-02-06,B006,Active,372394.49
A001121,C00745,Savings,2024-02-21,B006,Active,254023.03
A001122,C00465,Savings,2023-07-17,B006,Active,217255.43
A001123,C00326,Current,2020-10-15,B009,Closed,418979.88
A001124,C00972,Savings,2026-03-28,B004,Active,293585.34
A001125,C00690,Current,2024-03-02,B005,Inactive,76565.12
A001126,C00752,Business,2024-07-15,B005,Active,100087.91
A001127,C00974,Current,2025-08-22,B001,Inactive,34563.37
A001128,C00626,Current,2020-05-19,B003,Active,209661.51
A001129,C00629,Business,2023-09-08,B010,Active,319219.6
A001130,C00544,Current,2021-03-16,B005,Active,437644.5
A001131,C00502,Business,2021-03-13,B010,Inactive,272163.24
A001132,C00099,Current,2023-04-28,B002,Inactive,210377.42
A001133,C00334,Current,2021-08-15,B007,Active,88921.03
A001134,C00677,Savings,2023-01-22,B006,Closed,199646.57
A001135,C00793,Business,2025-03-14,B008,Closed,206589.46
A001136,C00030,Salary,2024-01-02,B005,Closed,108337.98
A001137,C00063,Salary,2022-01-18,B005,Closed,159491.56
A001138,C00829,Business,2022-03-31,B007,Inactive,131088.99
A001139,C00275,Business,2026-01-09,B004,Inactive,318496.83
A001140,C00316,Business,2026-02-15,B007,Active,286680.34
A001141,C00549,Current,2024-10-07,B002,Closed,305764.95
A001142,C00620,Savings,2025-03-09,B001,Inactive,46036.1
A001143,C00935,Salary,2022-11-24,B009,Active,327810.86
A001144,C00216,Salary,2020-10-26,B009,Active,492623.43
A001145,C00406,Current,2020-08-17,B005,Active,455416.24
A001146,C00424,Current,2022-12-02,B009,Closed,125103.17
A001147,C00037,Savings,2026-06-26,B009,Active,251248.16
A001148,C00044,Current,2021-03-13,B005,Inactive,13097.94
A001149,C00035,Salary,2023-11-12,B002,Inactive,327982.7
A001150,C00838,Salary,2025-03-01,B002,Active,37871.23
A001151,C00021,Savings,2021-12-23,B009,Closed,459568.31
A001152,C00754,Business,2025-07-25,B004,Closed,429792.23
A001153,C00436,Savings,2023-01-03,B005,Inactive,229993.91
A001154,C00271,Business,2025-07-08,B007,Inactive,215337.75
A001155,C00991,Business,2024-02-22,B009,Inactive,242191.41
A001156,C00519,Current,2020-08-27,B007,Active,496583.82
A001157,C00975,Salary,2022-03-22,B009,Closed,55043.84
A001158,C00592,Savings,2024-02-15,B007,Active,224095.56
A001159,C00577,Savings,2021-04-16,B005,Inactive,72741.86
A001160,C00098,Current,2025-09-12,B004,Inactive,297111.36
A001161,C00145,Business,2025-09-11,B010,Inactive,262179.43
A001162,C00779,Current,2020-04-13,B001,Inactive,126759.9
A001163,C00759,Salary,2023-02-22,B003,Active,161400.05
A001164,C00614,Business,2020-04-18,B001,Inactive,345508.27
A001165,C00814,Business,2020-04-30,B009,Inactive,157195.07
A001166,C00330,Business,2023-12-29,B008,Closed,277848.82
A001167,C00944,Savings,2025-09-21,B007,Closed,39674.72
A001168,C00776,Savings,2025-03-17,B003,Closed,374326.23
A001169,C00203,Business,2024-10-09,B002,Active,442865.91
A001170,C00175,Business,2021-01-30,B003,Closed,437233.31
A001171,C00409,Savings,2021-12-12,B005,Active,218304.22
A001172,C00738,Salary,2023-05-03,B009,Inactive,307935.14
A001173,C00578,Current,2022-06-20,B003,Inactive,262102.37
A001174,C00823,Salary,2024-05-05,B009,Closed,126368.44
A001175,C00216,Salary,2021-06-12,B003,Active,262664.85
A001176,C00011,Salary,2021-04-28,B007,Active,76024.19
A001177,C00006,Salary,2025-11-19,B004,Active,347328.54
A001178,C00470,Salary,2020-08-09,B002,Active,312861.41
A001179,C00161,Savings,2019-12-21,B006,Closed,280018.89
A001180,C00354,Savings,2024-02-07,B004,Inactive,142809.6
A001181,C00599,Salary,2021-11-09,B006,Closed,383727.43
A001182,C00575,Current,2023-10-12,B002,Closed,77058.48
A001183,C00287,Current,2024-03-17,B005,Closed,52058.74
A001184,C00602,Business,2020-10-11,B006,Closed,386217.36
A001185,C00620,Salary,2019-12-30,B010,Closed,454705.64
A001186,C00173,Savings,2024-04-15,B004,Active,46577.8
A001187,C00147,Current,2024-12-28,B008,Active,162345.6
A001188,C00141,Business,2026-01-19,B007,Closed,236372.85
A001189,C00513,Savings,2023-03-30,B004,Closed,197230.08
A001190,C00724,Business,2022-04-24,B006,Inactive,419486.06
A001191,C00544,Savings,2023-01-30,B010,Active,477724.7
A001192,C00729,Current,2023-07-10,B007,Closed,221381.76
A001193,C00702,Savings,2023-10-29,B009,Inactive,326393.97
A001194,C00026,Salary,2024-08-21,B008,Closed,173649.79
A001195,C00219,Current,2021-11-17,B007,Inactive,90323.79
A001196,C00201,Business,2026-07-08,B006,Closed,98249.41
A001197,C00318,Salary,2020-01-23,B002,Inactive,457987.74
A001198,C00944,Savings,2020-12-30,B010,Inactive,17730.57
A001199,C00658,Business,2023-07-21,B007,Active,497873.19
A001200,C00281,Savings,2023-10-19,B010,Active,431729.48
A001201,C00623,Business,2021-05-10,B008,Active,237250.76
A001202,C00827,Savings,2020-07-08,B001,Inactive,15389.65
A001203,C00723,Current,2024-12-01,B003,Active,210366.72
A001204,C00058,Business,2025-04-18,B001,Inactive,49640.25
A001205,C00285,Current,2020-07-14,B010,Closed,9320.55
A001206,C00920,Current,2023-02-01,B010,Closed,472206.19
A001207,C00015,Business,2020-11-05,B007,Closed,335150.95
A001208,C00198,Current,2025-11-27,B005,Active,87120.03
A001209,C00283,Current,2026-02-19,B009,Inactive,87311.14
A001210,C00319,Salary,2026-08-07,B009,Inactive,59739.57
A001211,C00582,Savings,2021-05-29,B010,Inactive,44992.81
A001212,C00187,Savings,2025-08-15,B003,Inactive,295983.12
A001213,C00786,Current,2026-05-30,B001,Active,319334.86
A001214,C00084,Current,2021-06-22,B005,Closed,321516.38
A001215,C00766,Current,2024-06-29,B005,Active,190275.92
A001216,C00183,Salary,2023-06-02,B003,Closed,158454.95
A001217,C00856,Current,2024-02-07,B005,Active,89378.93
A001218,C00266,Business,2023-04-30,B005,Active,245452.94
A001219,C00373,Salary,2020-02-23,B009,Inactive,414920.54
A001220,C00038,Business,2024-09-21,B003,Closed,284786.94
A001221,C00356,Salary,2021-10-08,B004,Inactive,350127.26
A001222,C00565,Salary,2020-12-26,B002,Closed,386931.09
A001223,C00224,Business,2023-09-28,B005,Active,461037.77
A001224,C00675,Current,2020-11-02,B008,Active,234156.19
A001225,C00382,Business,2023-01-06,B010,Active,161863.65
A001226,C00645,Salary,2025-06-18,B001,Active,211282.47
A001227,C00345,Savings,2022-11-19,B003,Inactive,153831.54
A001228,C00560,Current,2021-05-26,B001,Inactive,404801.44
A001229,C00608,Business,2021-07-08,B007,Inactive,417214.11
A001230,C00741,Salary,2023-10-21,B010,Inactive,241796.24
A001231,C00308,Savings,2022-02-19,B004,Closed,54819.8
A001232,C00793,Salary,2021-11-10,B010,Inactive,296944.95
A001233,C00525,Current,2024-10-18,B005,Closed,482652.57
A001234,C00204,Current,2020-10-04,B003,Closed,167240.41
A001235,C00994,Savings,2026-01-12,B005,Active,400943.32
A001236,C00406,Current,2021-06-29,B008,Active,329645.69
A001237,C00905,Current,2024-05-22,B005,Inactive,41107.26
A001238,C00879,Current,2023-12-27,B007,Active,362343.06
A001239,C00702,Salary,2024-11-27,B001,Inactive,80505.57
A001240,C00483,Business,2025-07-07,B004,Inactive,334549.99
A001241,C00724,Current,2021-06-09,B002,Inactive,65122.69
A001242,C00410,Salary,2025-02-20,B005,Closed,365455.68
A001243,C00612,Business,2021-11-15,B009,Active,174086.73
A001244,C00028,Current,2020-01-22,B010,Active,384154.12
A001245,C00371,Salary,2022-07-01,B009,Active,305672.7
A001246,C00937,Savings,2022-03-04,B004,Active,250474.89
A001247,C00217,Salary,2026-02-20,B007,Active,170453.74
A001248,C00436,Current,2024-08-14,B005,Inactive,194020.94
A001249,C00036,Salary,2021-03-31,B007,Active,82607.9
A001250,C00855,Savings,2020-10-31,B008,Active,173797.15
A001251,C00672,Business,2025-07-01,B001,Active,160193.86
A001252,C00520,Business,2020-03-11,B008,Active,243583.55
A001253,C00433,Savings,2022-02-17,B005,Inactive,130065.88
A001254,C00619,Business,2025-05-03,B009,Inactive,390720.76
A001255,C00865,Salary,2022-11-17,B002,Active,490386.52
A001256,C00778,Business,2020-09-03,B002,Active,4471.41
A001257,C00265,Current,2020-01-07,B009,Closed,364086.75
A001258,C00446,Savings,2021-07-14,B008,Inactive,20882.38
A001259,C00472,Salary,2021-02-22,B001,Closed,343507.43
A001260,C00436,Salary,2023-10-22,B005,Active,271831.5
A001261,C00301,Salary,2024-08-18,B007,Active,223938.3
A001262,C00652,Savings,2023-04-19,B010,Active,179265.0
A001263,C00545,Business,2026-03-24,B004,Active,42939.38
A001264,C00130,Current,2025-07-29,B008,Inactive,446465.62
A001265,C00996,Business,2022-10-06,B010,Active,459468.79
A001266,C00583,Business,2020-10-06,B001,Active,163967.65
A001267,C00151,Savings,2026-03-17,B007,Closed,490152.98
A001268,C00346,Salary,2025-10-02,B007,Inactive,12169.35
A001269,C00739,Savings,2023-10-03,B007,Active,397028.75
A001270,C00268,Salary,2020-03-26,B010,Closed,270039.66
A001271,C00711,Savings,2023-11-26,B006,Closed,236986.28
A001272,C00282,Current,2021-09-26,B005,Closed,336048.38
A001273,C00932,Current,2022-03-02,B005,Inactive,3520.47
A001274,C00020,Business,2024-04-24,B003,Inactive,134259.59
A001275,C00810,Salary,2019-12-02,B002,Active,113187.56
A001276,C00227,Savings,2022-12-30,B010,Inactive,364353.82
A001277,C00603,Business,2021-06-21,B010,Inactive,271187.5
A001278,C00953,Savings,2021-04-20,B006,Inactive,160501.76
A001279,C00156,Business,2021-08-26,B008,Active,266587.94
A001280,C00690,Business,2024-09-23,B005,Inactive,17100.99
A001281,C00991,Savings,2020-03-24,B008,Closed,492488.65
A001282,C00213,Salary,2025-09-14,B005,Inactive,375677.9
A001283,C00691,Business,2021-07-28,B001,Active,312806.49
A001284,C00640,Salary,2024-10-07,B010,Inactive,208281.1
A001285,C00770,Salary,2026-05-17,B009,Closed,245887.68
A001286,C00385,Current,2024-01-02,B007,Closed,474460.73
A001287,C00100,Business,2025-04-02,B004,Active,496073.32
A001288,C00297,Current,2020-03-27,B003,Closed,489469.35
A001289,C00419,Salary,2020-06-19,B004,Inactive,450328.99
A001290,C00328,Salary,2023-07-05,B002,Closed,442494.18
A001291,C00515,Business,2023-01-27,B004,Inactive,247921.77
A001292,C00294,Business,2021-06-07,B003,Active,200627.13
A001293,C00546,Salary,2026-08-07,B008,Closed,86963.06
A001294,C00393,Business,2025-07-14,B007,Inactive,95248.6
A001295,C00634,Current,2026-04-24,B003,Closed,310340.23
A001296,C00614,Business,2025-09-25,B001,Inactive,305296.44
A001297,C00583,Business,2024-10-08,B002,Inactive,12337.04
A001298,C00905,Business,2019-11-22,B009,Closed,431855.7
A001299,C00469,Salary,2024-10-28,B004,Active,236612.28
A001300,C00331,Current,2024-05-24,B005,Active,447328.38
A001301,C00592,Business,2024-04-25,B008,Active,342151.87
A001302,C00248,Current,2021-08-29,B008,Closed,321048.25
A001303,C00894,Current,2022-12-03,B004,Inactive,361301.09
A001304,C00008,Savings,2025-11-07,B007,Closed,497771.74
A001305,C00073,Business,2022-04-25,B005,Closed,269133.38
A001306,C00732,Savings,2020-08-24,B008,Inactive,414049.16
A001307,C00300,Business,2025-12-19,B001,Inactive,200315.29
A001308,C00645,Business,2020-11-24,B007,Active,52707.88
A001309,C00777,Savings,2023-09-10,B003,Inactive,207033.63
A001310,C00146,Current,2022-10-29,B008,Active,132989.34
A001311,C00658,Savings,2022-12-08,B008,Closed,246296.89
A001312,C00776,Salary,2023-11-22,B006,Inactive,344907.86
A001313,C00807,Business,2022-12-05,B005,Closed,138374.19
A001314,C00780,Current,2026-03-27,B003,Closed,144926.78
A001315,C00902,Salary,2024-02-27,B010,Inactive,357187.76
A001316,C00968,Current,2023-03-13,B010,Closed,153065.94
A001317,C00690,Salary,2021-09-14,B003,Closed,402794.13
A001318,C00151,Salary,2025-03-12,B007,Inactive,318744.4
A001319,C00872,Current,2026-04-28,B010,Inactive,75033.32
A001320,C00266,Salary,2026-07-02,B009,Closed,435246.05
A001321,C00416,Business,2020-11-03,B010,Active,486229.25
A001322,C00602,Salary,2024-11-20,B009,Inactive,189611.39
A001323,C00664,Current,2021-03-12,B009,Inactive,88518.29
A001324,C00015,Savings,2022-05-18,B006,Active,155344.83
A001325,C00154,Salary,2024-02-14,B010,Closed,394847.85
A001326,C00366,Business,2024-06-05,B008,Closed,456438.55
A001327,C00861,Current,2026-07-02,B004,Inactive,332457.8
A001328,C00642,Savings,2022-03-02,B006,Closed,34531.67
A001329,C00985,Savings,2020-06-06,B001,Inactive,283784.38
A001330,C00251,Salary,2023-11-09,B003,Closed,468230.39
A001331,C00234,Business,2023-11-21,B003,Active,489709.37
A001332,C00566,Salary,2023-08-28,B002,Closed,95817.07
A001333,C00928,Current,2025-12-03,B009,Inactive,31371.69
A001334,C00250,Business,2024-01-31,B008,Active,268929.89
A001335,C00327,Savings,2026-01-23,B004,Inactive,59086.79
A001336,C00488,Current,2025-09-13,B002,Closed,295098.56
A001337,C00499,Salary,2019-12-05,B010,Active,291275.06
A001338,C00738,Business,2025-05-21,B004,Closed,403077.17
A001339,C00001,Salary,2021-07-09,B007,Closed,136100.86
A001340,C00337,Business,2024-08-27,B009,Inactive,475766.41
A001341,C00271,Current,2023-04-11,B006,Inactive,339243.43
A001342,C00317,Business,2020-12-29,B002,Active,244302.64
A001343,C00915,Business,2023-01-21,B008,Active,90218.79
A001344,C00690,Salary,2021-10-16,B002,Inactive,171873.43
A001345,C00843,Current,2020-08-05,B004,Active,381663.47
A001346,C00315,Salary,2024-03-30,B006,Closed,236465.94
A001347,C00950,Current,2023-04-09,B010,Closed,78144.23
A001348,C00197,Business,2024-11-18,B003,Active,305451.49
A001349,C00334,Business,2024-11-15,B010,Inactive,390097.7
A001350,C00235,Salary,2023-08-13,B008,Inactive,186024.77
A001351,C00342,Salary,2023-03-15,B006,Inactive,154700.43
A001352,C00403,Business,2020-04-26,B001,Inactive,28598.41
A001353,C00363,Current,2022-01-19,B008,Inactive,10720.33
A001354,C00214,Salary,2024-05-14,B005,Inactive,12815.82
A001355,C00810,Business,2021-11-03,B006,Closed,280426.16
A001356,C00817,Current,2024-05-26,B010,Closed,220611.47
A001357,C00110,Savings,2023-07-25,B004,Active,163416.04
A001358,C00965,Business,2021-04-04,B001,Closed,195641.44
A001359,C00256,Salary,2021-03-05,B010,Closed,188134.46
A001360,C00058,Salary,2025-07-01,B005,Closed,185354.97
A001361,C00114,Business,2023-06-13,B003,Closed,37920.39
A001362,C00845,Current,2021-12-30,B003,Closed,150128.96
A001363,C00576,Savings,2024-05-23,B008,Active,164593.21
A001364,C00782,Salary,2020-07-04,B009,Closed,408837.69
A001365,C00144,Savings,2026-05-23,B006,Inactive,452646.64
A001366,C00766,Current,2021-08-20,B003,Inactive,234694.87
A001367,C00371,Salary,2021-06-20,B004,Closed,485747.89
A001368,C00262,Savings,2023-09-25,B003,Active,321477.88
A001369,C00406,Business,2021-11-04,B001,Closed,31082.89
A001370,C00383,Savings,2020-11-21,B010,Inactive,497831.58
A001371,C00895,Salary,2020-12-24,B009,Inactive,142040.56
A001372,C00650,Savings,2022-11-22,B002,Closed,46979.62
