transaction_id,account_id,transaction_date,transaction_type,transaction_amount,currency,transaction_status,channel
T0006113,A000922,2026-08-07 12:23:10.530779,Fee,220699.78,INR,SUCCESS,ATM
T0006114,A000554,2025-11-27 10:42:06.530779,Interest,16052.64,INR,SUCCESS,Mobile
T0006115,A000925,2025-09-12 10:03:35.530779,Interest,46285.69,INR,FAILED,Mobile
T0006116,A001437,2026-05-19 20:01:14.530779,Payment,40719.01,INR,SUCCESS,Mobile
T0006117,A001439,2025-05-15 17:42:49.530779,Transfer,241963.81,INR,SUCCESS,Online
T0006118,A000973,2025-05-08 01:59:21.530779,Interest,86316.5,INR,SUCCESS,ATM
T0006119,A001244,2025-08-13 23:47:38.530779,Deposit,150416.44,INR,SUCCESS,Mobile
T0006120,A000982,2026-06-19 12:43:34.530779,Withdrawal,130346.01,INR,FAILED,Mobile
T0006121,A000483,2026-06-11 11:48:28.530779,Fee,237697.05,INR,SUCCESS,Online
T0006122,A000464,2025-10-17 16:56:08.530779,Withdrawal,53346.32,INR,PENDING,Mobile
T0006123,A000656,2025-12-19 13:24:36.530779,Withdrawal,237014.19,INR,FAILED,Online
T0006124,A001181,2025-03-21 10:20:59.530779,Payment,97863.44,INR,PENDING,Mobile
T0006125,A000742,2025-05-19 19:43:16.530779,Fee,86337.87,INR,FAILED,Mobile
T0006126,A000004,2024-10-17 02:06:09.530779,Interest,230715.09,INR,PENDING,ATM
T0006127,A000621,2026-08-15 10:43:10.530779,Transfer,137687.04,INR,FAILED,Branch
T0006128,A000009,2026-05-21 04:34:12.530779,Payment,67829.21,INR,FAILED,Online
T0006129,A000955,2026-08-28 19:25:51.530779,Deposit,243380.09,INR,PENDING,Mobile
T0006130,A001480,2025-03-13 03:10:03.530779,Interest,113070.85,INR,FAILED,Online
T0006131,A000515,2025-02-04 11:58:05.530779,Interest,224231.59,INR,PENDING,Mobile
T0006132,A000054,2026-04-30 02:08:21.530779,Withdrawal,44069.0,INR,PENDING,ATM
T0006133,A000471,2025-01-06 01:19:51.530779,Interest,121747.58,INR,PENDING,Online
T0006134,A001224,2024-11-15 04:53:49.530779,Payment,43163.45,INR,FAILED,Branch
T0006135,A000235,2025-08-20 12:26:03.530779,Withdrawal,107886.46,INR,FAILED,Online
T0006136,A001012,2026-07-11 01:27:35.530779,Fee,106644.4,INR,PENDING,Mobile
T0006137,A000371,2025-04-20 00:16:12.530779,Withdrawal,87302.76,INR,FAILED,Branch
T0006138,A001091,2025-12-03 15:20:11.530779,Fee,152828.22,INR,SUCCESS,Mobile
T0006139,A000856,2026-02-02 09:49:48.530779,Withdrawal,24753.63,INR,SUCCESS,Mobile
T0006140,A001182,2025-07-27 12:41:50.530779,Interest,86970.27,INR,SUCCESS,ATM
T0006141,A000815,2025-11-01 12:11:20.530779,Withdrawal,16076.54,INR,SUCCESS,ATM
T0006142,A001195,2026-05-25 00:37:34.530779,Interest,141748.42,INR,FAILED,Online
T0006143,A000747,2025-07-22 17:34:38.530779,Withdrawal,190274.88,INR,FAILED,Mobile
T0006144,A001455,2025-12-26 19:39:33.530779,Withdrawal,87277.7,INR,FAILED,ATM
T0006145,A001113,2026-02-22 12:18:50.530779,Payment,227445.66,INR,FAILED,Branch
T0006146,A000734,2025-11-21 20:40:32.530779,Interest,80882.24,INR,FAILED,Branch
T0006147,A000241,2024-09-24 11:08:12.530779,Fee,101767.7,INR,FAILED,Online
T0006148,A001227,2025-10-30 16:19:17.530779,Interest,193547.32,INR,FAILED,ATM
T0006149,A000204,2025-08-31 01:51:17.530779,Transfer,146515.81,INR,SUCCESS,ATM
T0006150,A000679,2026-06-13 04:25:47.530779,Payment,125819.57,INR,SUCCESS,ATM
T0006151,A000538,2025-03-08 14:53:37.530779,Payment,239361.12,INR,FAILED,ATM
T0006152,A000097,2024-11-06 19:17:19.530779,Transfer,172191.57,INR,FAILED,Online
T0006153,A000799,2026-08-30 22:17:47.530779,Withdrawal,126853.8,INR,SUCCESS,ATM
T0006154,A000210,2024-10-22 10:11:49.530779,Payment,35640.65,INR,FAILED,ATM
T0006155,A001310,2024-09-20 22:21:13.530779,Withdrawal,6997.94,INR,PENDING,Mobile
T0006156,A000358,2025-03-23 11:36:45.530779,Deposit,46192.22,INR,SUCCESS,Online
T0006157,A001377,2025-03-17 20:34:38.530779,Interest,70498.68,INR,PENDING,Branch
T0006158,A000775,2025-02-04 17:21:52.530779,Withdrawal,81113.05,INR,PENDING,Online
T0006159,A000951,2025-07-17 18:03:07.530779,Transfer,147568.84,INR,FAILED,Online
T0006160,A000270,2025-08-08 02:58:50.530779,Interest,149383.46,INR,FAILED,ATM
T0006161,A001226,2025-10-03 19:49:45.530779,Withdrawal,182558.76,INR,PENDING,ATM
T0006162,A000465,2025-05-06 22:26:31.530779,Transfer,125105.71,INR,PENDING,ATM
T0006163,A001285,2026-04-27 21:36:21.530779,Fee,170659.08,INR,SUCCESS,Branch
T0006164,A000457,2026-05-17 12:04:45.530779,Transfer,230569.85,INR,PENDING,ATM
T0006165,A001127,2025-02-13 04:17:19.530779,Interest,118422.91,INR,PENDING,ATM
T0006166,A000015,2024-12-10 04:09:11.530779,Fee,173281.62,INR,SUCCESS,Online
T0006167,A001178,2026-02-10 10:25:19.530779,Payment,62432.06,INR,SUCCESS,Online
T0006168,A001244,2024-12-10 09:52:59.530779,Payment,59780.25,INR,FAILED,Online
T0006169,A001250,2026-04-21 19:11:28.530779,Interest,24165.07,INR,SUCCESS,ATM
T0006170,A000578,2026-08-05 23:32:08.530779,Interest,248824.12,INR,FAILED,Branch
T0006171,A001267,2026-07-02 03:08:33.530779,Interest,113125.81,INR,PENDING,ATM
T0006172,A001444,2024-11-22 00:26:54.530779,Transfer,154290.19,INR,FAILED,Mobile
T0006173,A000733,2025-06-15 10:01:08.530779,Fee,183876.62,INR,SUCCESS,Online
T0006174,A000334,2024-10-06 10:20:25.530779,Deposit,169009.15,INR,FAILED,Online
T0006175,A001117,2026-02-28 06:14:11.530779,Interest,231562.09,INR,FAILED,ATM
T0006176,A000074,2025-06-24 20:11:31.530779,Payment,136842.73,INR,SUCCESS,ATM
T0006177,A001447,2025-08-22 00:41:50.530779,Transfer,77776.99,INR,FAILED,Online
T0006178,A001176,2026-06-02 01:10:56.530779,Withdrawal,114556.1,INR,FAILED,Branch
T0006179,A001187,2024-09-22 15:33:05.530779,Payment,164376.39,INR,SUCCESS,Branch
T0006180,A001203,2024-12-23 14:51:28.530779,Transfer,28275.05,INR,FAILED,Online
T0006181,A000538,2025-03-14 19:09:42.530779,Fee,51324.42,INR,PENDING,ATM
T0006182,A000747,2025-09-23 20:50:11.530779,Fee,242353.36,INR,FAILED,Branch
T0006183,A001195,2024-11-22 14:19:43.530779,Fee,211650.2,INR,SUCCESS,Branch
T0006184,A000227,2026-05-26 23:19:25.530779,Transfer,97226.95,INR,PENDING,ATM
T0006185,A000891,2026-05-25 00:28:16.530779,Deposit,212744.96,INR,PENDING,Mobile
T0006186,A000255,2026-02-11 14:53:33.530779,Deposit,2791.24,INR,PENDING,Mobile
T0006187,A001348,2025-09-17 02:13:51.530779,Withdrawal,6878.62,INR,PENDING,ATM
T0006188,A001451,2025-09-29 20:46:39.530779,Payment,145926.02,INR,FAILED,Branch
T0006189,A001231,2025-04-18 08:55:44.530779,Transfer,220214.58,INR,PENDING,ATM
T0006190,A000411,2026-07-02 14:50:04.530779,Withdrawal,119216.26,INR,PENDING,ATM
T0006191,A000498,2026-05-19 02:31:29.530779,Interest,135198.95,INR,FAILED,Branch
T0006192,A001150,2024-09-22 03:32:35.530779,Fee,22232.94,INR,PENDING,Online
T0006193,A000479,2025-01-20 07:49:14.530779,Payment,152565.21,INR,PENDING,Mobile
T0006194,A000193,2025-04-21 06:47:06.530779,Transfer,58858.64,INR,FAILED,Online
T0006195,A000026,2026-06-26 15:31:41.530779,Interest,116381.37,INR,SUCCESS,Mobile
T0006196,A000994,2026-02-03 17:45:03.530779,Fee,104123.31,INR,SUCCESS,Branch
T0006197,A000084,2026-06-13 22:56:41.530779,Fee,181191.28,INR,SUCCESS,Mobile
T0006198,A001040,2025-03-15 01:16:05.530779,Withdrawal,45344.24,INR,SUCCESS,ATM
T0006199,A000602,2025-07-05 18:19:39.530779,Interest,203548.74,INR,SUCCESS,ATM
T0006200,A001006,2025-01-12 21:24:36.530779,Fee,194099.34,INR,PENDING,Online
T0006201,A001201,2025-11-19 08:43:42.530779,Transfer,119005.15,INR,SUCCESS,ATM
T0006202,A001275,2025-02-11 11:50:02.530779,Fee,4362.63,INR,PENDING,Mobile
T0006203,A000337,2026-02-25 10:09:26.530779,Withdrawal,68820.86,INR,SUCCESS,Branch
T0006204,A001105,2024-11-03 03:57:30.530779,Interest,207309.81,INR,SUCCESS,Online
T0006205,A001009,2025-05-22 17:25:50.530779,Interest,69015.01,INR,FAILED,Online
T0006206,A000700,2025-05-07 01:35:14.530779,Interest,166925.58,INR,PENDING,Mobile
T0006207,A000187,2025-08-26 22:41:55.530779,Payment,55885.45,INR,SUCCESS,ATM
T0006208,A000477,2026-03-07 03:37:26.530779,Payment,125258.29,INR,SUCCESS,Online
T0006209,A000686,2024-12-12 22:18:00.530779,Withdrawal,153338.42,INR,PENDING,Branch
T0006210,A001133,2026-06-13 14:39:52.530779,Transfer,249822.38,INR,FAILED,Mobile
T0006211,A000790,2024-12-12 02:47:37.530779,Payment,2272.02,INR,SUCCESS,Branch
T0006212,A001053,2025-03-07 01:00:54.530779,Withdrawal,236257.97,INR,SUCCESS,ATM
T0006213,A001345,2024-09-30 16:04:12.530779,Payment,108233.65,INR,PENDING,ATM
T0006214,A000797,2026-08-04 07:11:14.530779,Withdrawal,207049.8,INR,SUCCESS,Online
T0006215,A001483,2026-09-02 08:21:28.530779,Transfer,11052.44,INR,SUCCESS,Online
T0006216,A000525,2025-05-23 09:17:27.530779,Fee,94306.37,INR,PENDING,ATM
T0006217,A000272,2024-10-17 20:54:24.530779,Fee,20746.65,INR,PENDING,ATM
T0006218,A001216,2026-02-22 20:44:41.530779,Transfer,89057.3,INR,PENDING,ATM
T0006219,A000289,2026-05-21 15:25:08.530779,Transfer,73756.3,INR,SUCCESS,Online
T0006220,A000514,2025-07-12 17:15:04.530779,Transfer,247908.39,INR,PENDING,Online
T0006221,A000844,2025-12-22 12:33:45.530779,Withdrawal,142294.95,INR,PENDING,Online
T0006222,A000667,2025-06-16 13:25:12.530779,Deposit,218261.52,INR,FAILED,ATM
T0006223,A001421,2025-07-29 14:44:39.530779,Transfer,121299.17,INR,PENDING,Online
T0006224,A000328,2025-07-16 11:00:52.530779,Transfer,33744.17,INR,PENDING,Branch
T0006225,A000652,2025-07-22 13:13:29.530779,Deposit,221206.25,INR,PENDING,Mobile
T0006226,A000488,2024-10-15 08:31:53.530779,Deposit,118967.26,INR,PENDING,ATM
T0006227,A000487,2025-02-25 02:12:44.530779,Fee,24569.64,INR,FAILED,Branch
T0006228,A001080,2025-09-03 08:55:06.530779,Withdrawal,153850.13,INR,FAILED,Branch
T0006229,A000904,2026-01-28 04:15:12.530779,Interest,30583.28,INR,FAILED,ATM
T0006230,A000528,2025-02-22 05:22:19.530779,Deposit,41125.6,INR,FAILED,Online
T0006231,A001388,2025-04-16 18:37:07.530779,Withdrawal,68836.1,INR,SUCCESS,Mobile
T0006232,A000282,2025-07-11 16:42:58.530779,Withdrawal,57472.52,INR,FAILED,Mobile
T0006233,A000610,2024-11-03 15:36:52.530779,Deposit,149839.85,INR,FAILED,Mobile
T0006234,A001382,2026-01-21 01:13:26.530779,Deposit,213988.97,INR,SUCCESS,Mobile
T0006235,A001238,2025-05-18 21:07:12.530779,Fee,166044.0,INR,PENDING,Branch
T0006236,A000464,2025-12-30 07:03:55.530779,Transfer,39908.97,INR,SUCCESS,ATM
T0006237,A001312,2026-03-16 06:19:02.530779,Payment,91489.99,INR,PENDING,Mobile
T0006238,A000326,2025-11-19 07:40:15.530779,Deposit,131909.22,INR,FAILED,ATM
T0006239,A001141,2024-12-31 01:38:52.530779,Fee,86731.68,INR,PENDING,Online
T0006240,A000205,2026-03-14 03:53:16.530779,Fee,155126.66,INR,SUCCESS,Online
T0006241,A000482,2026-02-10 19:49:42.530779,Transfer,33812.28,INR,PENDING,Online
T0006242,A000389,2025-11-15 08:43:15.530779,Withdrawal,164539.96,INR,PENDING,ATM
T0006243,A000633,2025-09-02 06:16:36.530779,Withdrawal,46977.97,INR,PENDING,Branch
T0006244,A001221,2026-09-19 03:01:33.530779,Payment,31991.8,INR,SUCCESS,ATM
T0006245,A001383,2024-11-10 20:00:14.530779,Withdrawal,46392.45,INR,SUCCESS,ATM
T0006246,A000066,2025-04-08 22:14:40.530779,Deposit,153265.89,INR,SUCCESS,Branch
T0006247,A000771,2025-05-08 03:29:31.530779,Withdrawal,55465.38,INR,FAILED,Mobile
T0006248,A001057,2024-09-23 23:22:25.530779,Interest,199107.54,INR,FAILED,Mobile
T0006249,A000984,2025-07-30 08:41:41.530779,Fee,59855.35,INR,PENDING,Online
T0006250,A000278,2026-01-30 03:45:20.530779,Deposit,227687.43,INR,SUCCESS,ATM
T0006251,A001106,2026-02-09 21:58:54.530779,Fee,107975.4,INR,PENDING,Online
T0006252,A000622,2024-11-10 04:45:45.530779,Deposit,142268.53,INR,PENDING,Mobile
T0006253,A000576,2026-01-15 05:21:28.530779,Transfer,162897.65,INR,FAILED,Mobile
T0006254,A000787,2024-10-28 15:28:22.530779,Fee,145768.46,INR,SUCCESS,ATM
T0006255,A000432,2025-02-13 19:06:20.530779,Deposit,22597.03,INR,PENDING,Branch
T0006256,A001181,2026-02-06 17:52:43.530779,Transfer,26774.61,INR,FAILED,ATM
T0006257,A001096,2024-11-16 03:18:35.530779,Deposit,13254.97,INR,FAILED,ATM
T0006258,A000956,2024-10-11 04:40:09.530779,Payment,97524.12,INR,SUCCESS,Mobile
T0006259,A000797,2025-05-05 02:58:18.530779,Withdrawal,84942.28,INR,FAILED,ATM
T0006260,A000069,2024-12-23 00:19:16.530779,Deposit,53980.1,INR,FAILED,ATM
T0006261,A000490,2026-01-15 10:47:52.530779,Fee,194704.05,INR,FAILED,Mobile
T0006262,A000924,2026-04-04 09:15:51.530779,Interest,204278.93,INR,SUCCESS,ATM
T0006263,A000153,2025-09-29 17:44:23.530779,Payment,56795.2,INR,SUCCESS,Mobile
T0006264,A001213,2025-01-07 05:45:56.530779,Deposit,134035.02,INR,SUCCESS,Branch
T0006265,A000275,2025-04-06 16:42:29.530779,Transfer,206362.0,INR,SUCCESS,Mobile
T0006266,A000065,2026-05-23 18:24:32.530779,Interest,217635.9,INR,PENDING,Online
T0006267,A000780,2024-11-12 05:02:40.530779,Withdrawal,58195.53,INR,SUCCESS,ATM
T0006268,A000931,2024-10-27 13:23:43.530779,Interest,73775.8,INR,PENDING,Mobile
T0006269,A000328,2026-08-13 12:11:16.530779,Withdrawal,143982.09,INR,FAILED,ATM
T0006270,A001442,2025-10-27 11:41:12.530779,Interest,69714.73,INR,FAILED,Mobile
T0006271,A001233,2024-12-07 15:10:33.530779,Deposit,74294.0,INR,FAILED,Online
T0006272,A000693,2025-04-19 13:26:31.530779,Withdrawal,88814.4,INR,PENDING,ATM
T0006273,A000904,2025-03-01 06:51:26.530779,Withdrawal,247043.6,INR,FAILED,Branch
T0006274,A000787,2025-11-28 15:52:55.530779,Interest,211268.83,INR,SUCCESS,Branch
T0006275,A000799,2026-09-04 16:58:20.530779,Deposit,123303.39,INR,PENDING,Branch
T0006276,A000569,2026-05-14 23:51:40.530779,Transfer,248760.21,INR,FAILED,Mobile
T0006277,A001483,2025-02-13 10:08:32.530779,Withdrawal,173051.8,INR,FAILED,Branch
T0006278,A000751,2025-06-13 04:47:34.530779,Transfer,151111.67,INR,PENDING,Online
T0006279,A000470,2025-10-09 09:19:32.530779,Payment,20868.33,INR,PENDING,Branch
T0006280,A000388,2024-10-30 22:58:43.530779,Transfer,212633.31,INR,PENDING,Branch
T0006281,A000223,2025-05-05 01:56:41.530779,Payment,11692.21,INR,FAILED,Branch
T0006282,A001160,2025-09-06 07:58:08.530779,Fee,92693.26,INR,SUCCESS,Online
T0006283,A000574,2026-07-06 11:00:19.530779,Withdrawal,63841.43,INR,SUCCESS,ATM
T0006284,A000438,2024-10-13 08:56:09.530779,Interest,116381.13,INR,SUCCESS,Branch
T0006285,A001088,2026-04-04 00:24:11.530779,Fee,60316.26,INR,PENDING,ATM
T0006286,A001321,2025-09-15 17:43:49.530779,Withdrawal,106846.95,INR,FAILED,ATM
T0006287,A000919,2026-06-30 19:53:06.530779,Transfer,191405.46,INR,FAILED,Branch
T0006288,A000716,2025-06-13 04:16:15.530779,Interest,73182.86,INR,SUCCESS,Online
T0006289,A000788,2025-07-27 07:11:02.530779,Fee,41977.32,INR,FAILED,ATM
T0006290,A000524,2025-11-07 18:11:04.530779,Fee,244889.82,INR,PENDING,ATM
T0006291,A001071,2024-11-22 15:55:36.530779,Interest,218513.26,INR,FAILED,Mobile
T0006292,A000117,2025-08-11 07:53:48.530779,Fee,26837.39,INR,PENDING,Online
T0006293,A000900,2026-03-30 14:08:25.530779,Fee,168698.41,INR,PENDING,ATM
T0006294,A000221,2025-10-07 03:22:21.530779,Fee,225757.89,INR,PENDING,Mobile
T0006295,A000988,2025-07-07 14:27:22.530779,Deposit,161461.95,INR,PENDING,Mobile
T0006296,A000351,2026-01-08 11:40:11.530779,Withdrawal,109832.21,INR,SUCCESS,Online
T0006297,A001492,2024-09-28 04:46:38.530779,Fee,240339.51,INR,FAILED,Branch
T0006298,A000152,2025-04-03 11:00:47.530779,Fee,211829.9,INR,FAILED,Branch
T0006299,A000418,2024-11-15 12:45:48.530779,Withdrawal,10485.84,INR,PENDING,Mobile
T0006300,A000454,2025-10-10 02:12:26.530779,Interest,157838.89,INR,SUCCESS,ATM
T0006301,A000561,2025-08-05 14:15:37.530779,Deposit,155482.36,INR,FAILED,Mobile
T0006302,A001345,2026-09-17 19:58:40.530779,Transfer,17838.17,INR,SUCCESS,Mobile
T0006303,A000672,2025-12-01 17:22:52.530779,Fee,238244.99,INR,FAILED,Mobile
T0006304,A001212,2025-02-24 18:31:07.530779,Transfer,10046.66,INR,SUCCESS,Branch
T0006305,A000070,2024-12-08 06:19:56.530779,Withdrawal,237406.96,INR,FAILED,Online
T0006306,A000208,2026-06-15 16:10:25.530779,Fee,66193.23,INR,FAILED,Online
T0006307,A000976,2026-04-08 16:22:07.530779,Interest,58608.6,INR,SUCCESS,Online
T0006308,A000294,2025-11-20 20:13:22.530779,Payment,86324.57,INR,SUCCESS,Branch
T0006309,A000097,2025-08-02 14:29:39.530779,Deposit,10879.31,INR,FAILED,Branch
T0006310,A000106,2026-01-14 10:03:45.530779,Deposit,148641.54,INR,FAILED,Online
T0006311,A000442,2024-11-23 18:07:48.530779,Withdrawal,92661.36,INR,PENDING,Branch
T0006312,A001115,2025-10-15 02:01:36.530779,Deposit,94544.08,INR,SUCCESS,ATM
T0006313,A000084,2025-05-27 15:57:01.530779,Deposit,124956.85,INR,SUCCESS,Online
T0006314,A000288,2024-09-26 04:52:42.530779,Withdrawal,181252.91,INR,SUCCESS,Branch
T0006315,A001258,2026-04-16 07:22:21.530779,Deposit,79725.89,INR,PENDING,Online
T0006316,A001119,2025-01-22 02:13:12.530779,Deposit,183511.23,INR,PENDING,Mobile
T0006317,A000230,2025-06-22 20:50:18.530779,Deposit,195746.42,INR,FAILED,Branch
T0006318,A000977,2026-06-12 18:17:41.530779,Deposit,10012.56,INR,SUCCESS,ATM
T0006319,A000163,2026-06-10 10:31:50.530779,Deposit,197891.36,INR,FAILED,Mobile
T0006320,A000307,2025-03-22 19:46:07.530779,Interest,38037.01,INR,SUCCESS,Branch
T0006321,A001209,2025-06-10 04:20:55.530779,Transfer,126766.69,INR,FAILED,Online
T0006322,A000299,2025-12-07 15:40:11.530779,Deposit,15822.01,INR,FAILED,Online
T0006323,A000519,2025-02-26 11:19:34.530779,Transfer,196694.68,INR,PENDING,Branch
T0006324,A000074,2025-08-09 11:19:44.530779,Withdrawal,176556.71,INR,PENDING,Mobile
T0006325,A001359,2024-12-14 18:17:53.530779,Withdrawal,228991.96,INR,FAILED,Online
T0006326,A000708,2025-08-25 16:25:03.530779,Fee,209297.54,INR,FAILED,Online
T0006327,A000291,2025-03-13 10:08:52.530779,Transfer,162746.98,INR,SUCCESS,Branch
T0006328,A000768,2025-04-28 08:21:11.530779,Withdrawal,56863.61,INR,PENDING,Branch
T0006329,A000589,2026-06-26 11:05:33.530779,Fee,110713.75,INR,SUCCESS,Mobile
T0006330,A000317,2025-02-23 23:30:57.530779,Deposit,100214.92,INR,PENDING,Mobile
T0006331,A000267,2026-06-12 22:38:33.530779,Deposit,58852.94,INR,PENDING,Branch
T0006332,A001500,2025-12-24 14:54:51.530779,Payment,70090.64,INR,PENDING,Mobile
T0006333,A001002,2025-03-21 18:00:28.530779,Fee,2818.29,INR,SUCCESS,Online
T0006334,A001254,2024-11-03 10:19:32.530779,Payment,57674.78,INR,PENDING,Branch
T0006335,A000920,2025-11-21 13:40:47.530779,Payment,43741.21,INR,FAILED,Online
T0006336,A001453,2026-06-29 05:07:58.530779,Fee,212264.73,INR,PENDING,ATM
T0006337,A000144,2026-06-06 21:12:34.530779,Interest,10486.68,INR,PENDING,Branch
T0006338,A000610,2025-01-23 14:32:23.530779,Fee,81978.57,INR,FAILED,ATM
T0006339,A000543,2026-07-05 17:42:40.530779,Interest,76240.54,INR,FAILED,ATM
T0006340,A001469,2026-01-12 16:14:36.530779,Deposit,61354.83,INR,PENDING,Branch
T0006341,A000405,2025-01-11 11:58:28.530779,Transfer,41911.32,INR,PENDING,Mobile
T0006342,A001068,2026-07-02 05:46:58.530779,Payment,192461.3,INR,SUCCESS,Mobile
T0006343,A000873,2026-01-12 13:10:40.530779,Transfer,64338.95,INR,PENDING,ATM
T0006344,A000625,2025-01-29 17:37:11.530779,Fee,192633.96,INR,FAILED,Branch
T0006345,A000702,2026-08-26 10:32:48.530779,Interest,68856.76,INR,SUCCESS,Mobile
T0006346,A000319,2024-10-20 00:26:43.530779,Interest,25121.28,INR,FAILED,Mobile
T0006347,A000669,2025-10-18 14:33:53.530779,Fee,73541.99,INR,SUCCESS,Mobile
T0006348,A000510,2025-04-28 04:23:49.530779,Transfer,197386.69,INR,FAILED,Mobile
T0006349,A000794,2025-05-01 12:08:23.530779,Payment,128722.31,INR,SUCCESS,Mobile
T0006350,A000851,2026-03-10 21:13:33.530779,Transfer,192614.22,INR,PENDING,ATM
T0006351,A001300,2025-07-27 21:26:56.530779,Withdrawal,166168.29,INR,SUCCESS,Online
T0006352,A000477,2025-01-13 06:46:39.530779,Interest,116734.85,INR,FAILED,Online
T0006353,A000749,2026-06-08 02:16:07.530779,Interest,114287.45,INR,SUCCESS,Online
T0006354,A000236,2025-08-04 02:40:29.530779,Deposit,89098.26,INR,PENDING,Online
T0006355,A000315,2026-07-03 13:16:51.530779,Withdrawal,17376.48,INR,SUCCESS,ATM
T0006356,A000151,2025-03-03 19:24:39.530779,Deposit,89611.56,INR,FAILED,Branch
T0006357,A001182,2025-08-31 00:51:03.530779,Deposit,94155.58,INR,PENDING,Branch
T0006358,A000047,2026-07-04 12:41:33.530779,Transfer,221757.1,INR,PENDING,Mobile
T0006359,A000132,2025-01-21 12:55:25.530779,Deposit,163918.63,INR,PENDING,Online
T0006360,A001320,2024-11-22 00:32:13.530779,Fee,213754.24,INR,FAILED,Mobile
T0006361,A000285,2024-10-05 00:43:17.530779,Payment,122081.65,INR,SUCCESS,Online
T0006362,A000688,2026-08-14 13:05:06.530779,Payment,141508.42,INR,SUCCESS,Branch
T0006363,A001288,2026-07-10 14:28:06.530779,Withdrawal,138446.86,INR,PENDING,Mobile
T0006364,A000338,2025-10-16 06:37:34.530779,Payment,202482.12,INR,FAILED,Mobile
T0006365,A000206,2026-09-01 22:46:47.530779,Deposit,77418.03,INR,SUCCESS,Online
T0006366,A000469,2026-01-02 11:47:50.530779,Fee,125784.43,INR,FAILED,Online
T0006367,A000546,2025-06-29 03:23:22.530779,Withdrawal,108025.32,INR,FAILED,Mobile
T0006368,A000063,2026-05-19 07:27:57.530779,Payment,167598.68,INR,FAILED,Branch
T0006369,A000408,2025-01-12 09:40:13.530779,Fee,183452.3,INR,PENDING,Online
T0006370,A000616,2025-11-16 17:31:56.530779,Interest,181080.84,INR,PENDING,ATM
T0006371,A000729,2025-08-04 01:17:24.530779,Fee,71168.09,INR,FAILED,ATM
T0006372,A001196,2025-05-30 19:43:56.530779,Transfer,122193.47,INR,FAILED,Mobile
T0006373,A000992,2026-02-22 20:53:23.530779,Withdrawal,162957.48,INR,FAILED,Branch
T0006374,A001208,2026-04-20 19:40:01.530779,Fee,44709.12,INR,FAILED,ATM
T0006375,A000055,2025-09-08 10:10:24.530779,Interest,162842.1,INR,FAILED,Mobile
T0006376,A000020,2025-01-23 00:12:20.530779,Deposit,75121.66,INR,PENDING,Branch
T0006377,A000970,2025-01-19 03:24:59.530779,Payment,131733.81,INR,FAILED,ATM
T0006378,A001329,2025-04-21 20:01:54.530779,Deposit,180352.7,INR,FAILED,Branch
T0006379,A000883,2025-10-18 04:05:29.530779,Fee,44263.88,INR,SUCCESS,Mobile
T0006380,A000495,2026-04-23 11:45:00.530779,Interest,208776.47,INR,SUCCESS,Mobile
T0006381,A000720,2026-07-22 12:02:29.530779,Withdrawal,148752.08,INR,PENDING,Mobile
T0006382,A000820,2026-07-06 12:52:21.530779,Interest,51615.66,INR,FAILED,Mobile
T0006383,A000735,2025-01-06 05:49:35.530779,Withdrawal,77932.62,INR,PENDING,Branch
T0006384,A000453,2024-10-22 03:54:28.530779,Deposit,184548.6,INR,SUCCESS,Online
T0006385,A000250,2025-12-19 12:12:38.530779,Payment,59480.24,INR,SUCCESS,ATM
T0006386,A000843,2026-04-13 06:34:10.530779,Withdrawal,222914.19,INR,PENDING,Mobile
T0006387,A000178,2025-01-25 11:41:43.530779,Transfer,107242.18,INR,FAILED,ATM
T0006388,A001015,2025-05-03 19:34:13.530779,Fee,118951.69,INR,FAILED,Online
T0006389,A001402,2025-05-14 11:12:47.530779,Fee,54016.28,INR,PENDING,Online
T0006390,A000571,2024-11-16 12:09:55.530779,Fee,224161.16,INR,SUCCESS,ATM
T0006391,A001478,2025-12-07 05:13:11.530779,Payment,53309.86,INR,FAILED,ATM
T0006392,A000256,2025-04-11 06:47:14.530779,Payment,20703.24,INR,SUCCESS,Online
T0006393,A001263,2026-07-11 21:15:18.530779,Withdrawal,233340.72,INR,FAILED,Branch
T0006394,A000314,2026-04-14 10:06:23.530779,Interest,173691.3,INR,FAILED,ATM
T0006395,A000456,2025-01-03 10:52:45.530779,Payment,164361.7,INR,SUCCESS,Online
T0006396,A000901,2026-08-30 20:54:27.530779,Interest,236217.08,INR,SUCCESS,Branch
T0006397,A001215,2025-10-09 21:51:19.530779,Deposit,171048.48,INR,PENDING,Mobile
T0006398,A000811,2026-04-02 10:51:06.530779,Fee,82474.57,INR,FAILED,ATM
T0006399,A000585,2024-12-09 14:44:03.530779,Fee,59219.63,INR,SUCCESS,Online
T0006400,A000782,2024-12-18 11:04:27.530779,Interest,176907.25,INR,FAILED,ATM
T0006401,A000793,2024-10-19 05:37:26.530779,Interest,210773.52,INR,SUCCESS,Online
T0006402,A000021,2025-10-27 23:19:31.530779,Interest,61457.61,INR,FAILED,Mobile
T0006403,A001403,2025-03-12 07:50:08.530779,Transfer,184951.87,INR,PENDING,ATM
T0006404,A001218,2025-03-14 04:41:39.530779,Interest,22332.85,INR,FAILED,Branch
T0006405,A001424,2024-12-24 06:41:03.530779,Deposit,209146.26,INR,PENDING,Mobile
